review_row_id,id,company_name,text_content,sentence_id,sentence_text,original_text,AI_Label,AI_Confidence,Review_Status,Final_Label
1,1,Cimb-Group,review_title,1,Clear object,Clear object,Positive,0.4799537658691406,Manual Review,Positive
2,1,Cimb-Group,review_body_text,1,Good company and exposure for junior level.,Good company and exposure for junior level. Promotion can be very fast to some work function given the person is high performer in the team or department.,Positive,0.9498108625411987,Accepted,Positive
2,1,Cimb-Group,review_body_text,2,Promotion can be very fast to some work function given the person is high performer in the team or department.,Good company and exposure for junior level. Promotion can be very fast to some work function given the person is high performer in the team or department.,Positive,0.9454308152198792,Accepted,Positive
3,2,HSBC,review_title,1,best place to work,best place to work,Positive,0.9877995848655701,Accepted,Positive
4,2,HSBC,review_body_text,1,"work life balance, good elearning, internaltional exposure, the pay might not as high as other local bank but they pay is quite fair.","work life balance, good elearning, internaltional exposure, the pay might not as high as other local bank but they pay is quite fair. some management are suck but you might meet some great management, all depend on your luck.",Positive,0.9784878492355347,Accepted,Positive
4,2,HSBC,review_body_text,2,"some management are suck but you might meet some great management, all depend on your luck.","work life balance, good elearning, internaltional exposure, the pay might not as high as other local bank but they pay is quite fair. some management are suck but you might meet some great management, all depend on your luck.",Negative,0.8449417948722839,Accepted,Negative
5,2,HSBC,pros_text,1,"work life balance, good elearning","work life balance, good elearning",Positive,0.9578673839569092,Accepted,Positive
6,2,HSBC,cons_text,1,low increament,low increament,Negative,0.6562948822975159,Manual Review,Negative
7,3,Cimb-Group,review_title,1,Productive workplace,Productive workplace,Positive,0.9625993371009827,Accepted,Positive
8,3,Cimb-Group,review_body_text,1,"brilliant training initiatives, cool projects & lots of learning opportunities substandard human element when management deals with employees, poor EQ and low empathy.","brilliant training initiatives, cool projects & lots of learning opportunities substandard human element when management deals with employees, poor EQ and low empathy.",Negative,0.9281866550445557,Accepted,Negative
9,4,bank islam,review_title,1,Comprehensive benefits with concerns over operational balance and promotion fairness,Comprehensive benefits with concerns over operational balance and promotion fairness,Negative,0.9057928323745728,Accepted,Negative
10,4,bank islam,review_body_text,1,I spent more than 10 years at Bank Islam and found the benefits to be quite comprehensive.,"I spent more than 10 years at Bank Islam and found the benefits to be quite comprehensive. The work culture is generally positive with supportive and fun colleagues, and the bank offers good flexibility through work-from-home arrangements for specific departments. However, there are significant challenges regarding work-life balance, particularly in operations where the workload is often overwhelming. Since 2021, the bonus payouts (averaging 2 months) have not felt commensurate with the level of effort required. Furthermore, the promotion structure appears to be heavily influenced by seniority and favoritism rather than clear meritocracy, which can be discouraging for high-performers. Additionally, top management often feels disconnected from ground-level operational reality. While it is a stable organization, the compensation-to-effort ratio and career progression transparency need improvement.",Positive,0.9674081802368164,Accepted,Positive
10,4,bank islam,review_body_text,2,"The work culture is generally positive with supportive and fun colleagues, and the bank offers good flexibility through work-from-home arrangements for specific departments.","I spent more than 10 years at Bank Islam and found the benefits to be quite comprehensive. The work culture is generally positive with supportive and fun colleagues, and the bank offers good flexibility through work-from-home arrangements for specific departments. However, there are significant challenges regarding work-life balance, particularly in operations where the workload is often overwhelming. Since 2021, the bonus payouts (averaging 2 months) have not felt commensurate with the level of effort required. Furthermore, the promotion structure appears to be heavily influenced by seniority and favoritism rather than clear meritocracy, which can be discouraging for high-performers. Additionally, top management often feels disconnected from ground-level operational reality. While it is a stable organization, the compensation-to-effort ratio and career progression transparency need improvement.",Positive,0.9738224744796753,Accepted,Positive
10,4,bank islam,review_body_text,3,"However, there are significant challenges regarding work-life balance, particularly in operations where the workload is often overwhelming.","I spent more than 10 years at Bank Islam and found the benefits to be quite comprehensive. The work culture is generally positive with supportive and fun colleagues, and the bank offers good flexibility through work-from-home arrangements for specific departments. However, there are significant challenges regarding work-life balance, particularly in operations where the workload is often overwhelming. Since 2021, the bonus payouts (averaging 2 months) have not felt commensurate with the level of effort required. Furthermore, the promotion structure appears to be heavily influenced by seniority and favoritism rather than clear meritocracy, which can be discouraging for high-performers. Additionally, top management often feels disconnected from ground-level operational reality. While it is a stable organization, the compensation-to-effort ratio and career progression transparency need improvement.",Negative,0.8686508536338806,Accepted,Negative
10,4,bank islam,review_body_text,4,"Since 2021, the bonus payouts (averaging 2 months) have not felt commensurate with the level of effort required.","I spent more than 10 years at Bank Islam and found the benefits to be quite comprehensive. The work culture is generally positive with supportive and fun colleagues, and the bank offers good flexibility through work-from-home arrangements for specific departments. However, there are significant challenges regarding work-life balance, particularly in operations where the workload is often overwhelming. Since 2021, the bonus payouts (averaging 2 months) have not felt commensurate with the level of effort required. Furthermore, the promotion structure appears to be heavily influenced by seniority and favoritism rather than clear meritocracy, which can be discouraging for high-performers. Additionally, top management often feels disconnected from ground-level operational reality. While it is a stable organization, the compensation-to-effort ratio and career progression transparency need improvement.",Negative,0.9534538388252258,Accepted,Negative
10,4,bank islam,review_body_text,5,"Furthermore, the promotion structure appears to be heavily influenced by seniority and favoritism rather than clear meritocracy, which can be discouraging for high-performers.","I spent more than 10 years at Bank Islam and found the benefits to be quite comprehensive. The work culture is generally positive with supportive and fun colleagues, and the bank offers good flexibility through work-from-home arrangements for specific departments. However, there are significant challenges regarding work-life balance, particularly in operations where the workload is often overwhelming. Since 2021, the bonus payouts (averaging 2 months) have not felt commensurate with the level of effort required. Furthermore, the promotion structure appears to be heavily influenced by seniority and favoritism rather than clear meritocracy, which can be discouraging for high-performers. Additionally, top management often feels disconnected from ground-level operational reality. While it is a stable organization, the compensation-to-effort ratio and career progression transparency need improvement.",Negative,0.9664179682731628,Accepted,Negative
10,4,bank islam,review_body_text,6,"Additionally, top management often feels disconnected from ground-level operational reality.","I spent more than 10 years at Bank Islam and found the benefits to be quite comprehensive. The work culture is generally positive with supportive and fun colleagues, and the bank offers good flexibility through work-from-home arrangements for specific departments. However, there are significant challenges regarding work-life balance, particularly in operations where the workload is often overwhelming. Since 2021, the bonus payouts (averaging 2 months) have not felt commensurate with the level of effort required. Furthermore, the promotion structure appears to be heavily influenced by seniority and favoritism rather than clear meritocracy, which can be discouraging for high-performers. Additionally, top management often feels disconnected from ground-level operational reality. While it is a stable organization, the compensation-to-effort ratio and career progression transparency need improvement.",Negative,0.9374673366546631,Accepted,Negative
10,4,bank islam,review_body_text,7,"While it is a stable organization, the compensation-to-effort ratio and career progression transparency need improvement.","I spent more than 10 years at Bank Islam and found the benefits to be quite comprehensive. The work culture is generally positive with supportive and fun colleagues, and the bank offers good flexibility through work-from-home arrangements for specific departments. However, there are significant challenges regarding work-life balance, particularly in operations where the workload is often overwhelming. Since 2021, the bonus payouts (averaging 2 months) have not felt commensurate with the level of effort required. Furthermore, the promotion structure appears to be heavily influenced by seniority and favoritism rather than clear meritocracy, which can be discouraging for high-performers. Additionally, top management often feels disconnected from ground-level operational reality. While it is a stable organization, the compensation-to-effort ratio and career progression transparency need improvement.",Negative,0.8649484515190125,Accepted,Negative
11,5,Cimb-Group,review_title,1,Productive and fun workplace,Productive and fun workplace,Positive,0.975767970085144,Accepted,Positive
12,5,Cimb-Group,review_body_text,1,Flexible working hours and supportive colleagues.,Flexible working hours and supportive colleagues. Overall I think my pay are decent while workload and working culture depends on your department. Benefits wise are quite good in banking industry.,Positive,0.9806249141693115,Accepted,Positive
12,5,Cimb-Group,review_body_text,2,Overall I think my pay are decent while workload and working culture depends on your department.,Flexible working hours and supportive colleagues. Overall I think my pay are decent while workload and working culture depends on your department. Benefits wise are quite good in banking industry.,Positive,0.8632699847221375,Accepted,Positive
12,5,Cimb-Group,review_body_text,3,Benefits wise are quite good in banking industry.,Flexible working hours and supportive colleagues. Overall I think my pay are decent while workload and working culture depends on your department. Benefits wise are quite good in banking industry.,Positive,0.9626592397689819,Accepted,Positive
13,6,RHB Bank Berhad,review_title,1,Really good,Really good,Positive,0.9713365435600281,Accepted,Positive
14,6,RHB Bank Berhad,review_body_text,1,"A typical day at work and i believe i've learned a lot of skills such as communicating, more time managing and stuff like that and the work place is rwally good","A typical day at work and i believe i've learned a lot of skills such as communicating, more time managing and stuff like that and the work place is rwally good",Positive,0.9817473888397217,Accepted,Positive
15,7,maybank,review_title,1,Good workplace,Good workplace,Positive,0.8801255822181702,Accepted,Positive
16,7,maybank,review_body_text,1,Everything is good.,Everything is good. The workplace is nice and people are also willing to help. The workplace and work-culture appreciate people who are working overtime.,Positive,0.6837221384048462,Manual Review,Positive
16,7,maybank,review_body_text,2,The workplace is nice and people are also willing to help.,Everything is good. The workplace is nice and people are also willing to help. The workplace and work-culture appreciate people who are working overtime.,Positive,0.9606950879096985,Accepted,Positive
16,7,maybank,review_body_text,3,The workplace and work-culture appreciate people who are working overtime.,Everything is good. The workplace is nice and people are also willing to help. The workplace and work-culture appreciate people who are working overtime.,Positive,0.9795116186141968,Accepted,Positive
17,8,Public-Bank-Berhad,review_title,1,Work Culture,Work Culture,Positive,0.8699199557304382,Accepted,Positive
18,8,Public-Bank-Berhad,review_body_text,1,'- Daily job may be repetitive (depends on the team you are on),'- Daily job may be repetitive (depends on the team you are on) - Moderate workload (depends on the team you are on) - Classic management style - Healthy working environment Recommended for freshers,Negative,0.8719475865364075,Accepted,Negative
18,8,Public-Bank-Berhad,review_body_text,2,Moderate workload (depends on the team you are on),'- Daily job may be repetitive (depends on the team you are on) - Moderate workload (depends on the team you are on) - Classic management style - Healthy working environment Recommended for freshers,Positive,0.6942048668861389,Manual Review,Positive
18,8,Public-Bank-Berhad,review_body_text,3,Classic management style,'- Daily job may be repetitive (depends on the team you are on) - Moderate workload (depends on the team you are on) - Classic management style - Healthy working environment Recommended for freshers,Positive,0.6900720000267029,Manual Review,Positive
18,8,Public-Bank-Berhad,review_body_text,4,Healthy working environment Recommended for freshers,'- Daily job may be repetitive (depends on the team you are on) - Moderate workload (depends on the team you are on) - Classic management style - Healthy working environment Recommended for freshers,Positive,0.995100200176239,Accepted,Positive
19,9,Public-Bank-Berhad,review_title,1,Great bonus and increment.,Great bonus and increment. But old system,Positive,0.9815086722373962,Accepted,Positive
19,9,Public-Bank-Berhad,review_title,2,But old system,Great bonus and increment. But old system,Negative,0.7065004706382751,Manual Review,Negative
20,9,Public-Bank-Berhad,review_body_text,1,Good for new graduates to start their career in banking as you tend to do a lot of things.,Good for new graduates to start their career in banking as you tend to do a lot of things. The increment is above average and bonuses are decent. This comes with old system and SOPs as they prefer to reduce cost. A lot of paperwork to be done. WLB depends on your department,Positive,0.9765147566795349,Accepted,Positive
20,9,Public-Bank-Berhad,review_body_text,2,The increment is above average and bonuses are decent.,Good for new graduates to start their career in banking as you tend to do a lot of things. The increment is above average and bonuses are decent. This comes with old system and SOPs as they prefer to reduce cost. A lot of paperwork to be done. WLB depends on your department,Positive,0.9447985291481018,Accepted,Positive
20,9,Public-Bank-Berhad,review_body_text,3,This comes with old system and SOPs as they prefer to reduce cost.,Good for new graduates to start their career in banking as you tend to do a lot of things. The increment is above average and bonuses are decent. This comes with old system and SOPs as they prefer to reduce cost. A lot of paperwork to be done. WLB depends on your department,Negative,0.6581645607948303,Manual Review,Negative
20,9,Public-Bank-Berhad,review_body_text,4,A lot of paperwork to be done.,Good for new graduates to start their career in banking as you tend to do a lot of things. The increment is above average and bonuses are decent. This comes with old system and SOPs as they prefer to reduce cost. A lot of paperwork to be done. WLB depends on your department,Negative,0.745485246181488,Manual Review,Negative
20,9,Public-Bank-Berhad,review_body_text,5,WLB depends on your department,Good for new graduates to start their career in banking as you tend to do a lot of things. The increment is above average and bonuses are decent. This comes with old system and SOPs as they prefer to reduce cost. A lot of paperwork to be done. WLB depends on your department,Positive,0.513268232345581,Manual Review,Positive
21,10,maybank,review_title,1,Super Productive workplace,Super Productive workplace,Positive,0.9912531971931458,Accepted,Positive
22,10,maybank,review_body_text,1,So much to learn here.,So much to learn here. Colleague is all nice but need to push for sales. All higher ups care is sales. Try banking if you love doing sales. Benefit is good. Have AL every month.,Positive,0.469308078289032,Manual Review,Positive
22,10,maybank,review_body_text,2,Colleague is all nice but need to push for sales.,So much to learn here. Colleague is all nice but need to push for sales. All higher ups care is sales. Try banking if you love doing sales. Benefit is good. Have AL every month.,Positive,0.8572014570236206,Accepted,Positive
22,10,maybank,review_body_text,3,All higher ups care is sales.,So much to learn here. Colleague is all nice but need to push for sales. All higher ups care is sales. Try banking if you love doing sales. Benefit is good. Have AL every month.,Negative,0.5858449935913086,Manual Review,Negative
22,10,maybank,review_body_text,4,Try banking if you love doing sales.,So much to learn here. Colleague is all nice but need to push for sales. All higher ups care is sales. Try banking if you love doing sales. Benefit is good. Have AL every month.,Positive,0.8140673637390137,Accepted,Positive
22,10,maybank,review_body_text,5,Benefit is good.,So much to learn here. Colleague is all nice but need to push for sales. All higher ups care is sales. Try banking if you love doing sales. Benefit is good. Have AL every month.,Positive,0.8167940974235535,Accepted,Positive
22,10,maybank,review_body_text,6,Have AL every month.,So much to learn here. Colleague is all nice but need to push for sales. All higher ups care is sales. Try banking if you love doing sales. Benefit is good. Have AL every month.,Positive,0.6430122256278992,Manual Review,Positive
23,11,bank islam,review_title,1,Good Hybrid working + flexible hours,Good Hybrid working + flexible hours,Positive,0.9448229670524597,Accepted,Positive
24,11,bank islam,review_body_text,1,"Working here you will have a flexible working hours, hybrid working (3 days office, 2 days WFH) depends on the department mostly Digital IT.","Working here you will have a flexible working hours, hybrid working (3 days office, 2 days WFH) depends on the department mostly Digital IT. Good place for learning.",Positive,0.9143298864364624,Accepted,Positive
24,11,bank islam,review_body_text,2,Good place for learning.,"Working here you will have a flexible working hours, hybrid working (3 days office, 2 days WFH) depends on the department mostly Digital IT. Good place for learning.",Positive,0.8679163455963135,Accepted,Positive
25,12,RHB Bank Berhad,review_title,1,"Work culture is good, learning a lots, getting lots of knowledge of product.","Work culture is good, learning a lots, getting lots of knowledge of product.",Positive,0.9737945199012756,Accepted,Positive
26,12,RHB Bank Berhad,review_body_text,1,"Having teatime among us, celebration birthday and also we will do decorations for all the festivals...","Having teatime among us, celebration birthday and also we will do decorations for all the festivals...team work is going well with team members, management is good❤️ Together progress 🙂",Positive,0.9179369211196899,Accepted,Positive
26,12,RHB Bank Berhad,review_body_text,2,"team work is going well with team members, management is good️ Together progress","Having teatime among us, celebration birthday and also we will do decorations for all the festivals...team work is going well with team members, management is good❤️ Together progress 🙂",Positive,0.948915421962738,Accepted,Positive
27,12,RHB Bank Berhad,pros_text,1,Fo far No,Fo far No,Negative,0.7066690921783447,Manual Review,Negative
28,12,RHB Bank Berhad,cons_text,1,So far No,So far No,Negative,0.5251864194869995,Manual Review,Negative
29,13,RHB Bank Berhad,review_title,1,Stressful if cannot hit sales target,Stressful if cannot hit sales target,Negative,0.9700677990913391,Accepted,Negative
30,13,RHB Bank Berhad,review_body_text,1,Management will keep pushing for sales even though the product is not great and detrimental to buyers.,Management will keep pushing for sales even though the product is not great and detrimental to buyers. Micro-management will happen if u dont hit ur target,Negative,0.8988898396492004,Accepted,Negative
30,13,RHB Bank Berhad,review_body_text,2,Micro-management will happen if u dont hit ur target,Management will keep pushing for sales even though the product is not great and detrimental to buyers. Micro-management will happen if u dont hit ur target,Negative,0.9609609246253967,Accepted,Negative
31,14,bank islam,review_title,1,"Overall, it has been a valuable and rewarding experience that has strengthened my skills and understanding of the role.","Overall, it has been a valuable and rewarding experience that has strengthened my skills and understanding of the role.",Positive,0.9520643949508667,Accepted,Positive
32,14,bank islam,review_body_text,1,What is the best part of working at the company?,"What is the best part of working at the company? Managing 17 staff and Data center facility What is the most stressful part about working at the company? Managing Staff and arrangement of shift work What is the work environment and culture like at the company? flexible and relax environment What is a typical day like for you at the company? A typical day for me usually starts with reviewing priorities and any urgent items from emails or system alerts. I then focus on my core responsibilities handling assigned tasks, resolving issues, and supporting ongoing projects.",Positive,0.8981525897979736,Accepted,Positive
32,14,bank islam,review_body_text,2,Managing 17 staff and Data center facility What is the most stressful part about working at the company?,"What is the best part of working at the company? Managing 17 staff and Data center facility What is the most stressful part about working at the company? Managing Staff and arrangement of shift work What is the work environment and culture like at the company? flexible and relax environment What is a typical day like for you at the company? A typical day for me usually starts with reviewing priorities and any urgent items from emails or system alerts. I then focus on my core responsibilities handling assigned tasks, resolving issues, and supporting ongoing projects.",Negative,0.91256183385849,Accepted,Negative
32,14,bank islam,review_body_text,3,Managing Staff and arrangement of shift work What is the work environment and culture like at the company?,"What is the best part of working at the company? Managing 17 staff and Data center facility What is the most stressful part about working at the company? Managing Staff and arrangement of shift work What is the work environment and culture like at the company? flexible and relax environment What is a typical day like for you at the company? A typical day for me usually starts with reviewing priorities and any urgent items from emails or system alerts. I then focus on my core responsibilities handling assigned tasks, resolving issues, and supporting ongoing projects.",Positive,0.5448020696640015,Manual Review,Positive
32,14,bank islam,review_body_text,4,flexible and relax environment What is a typical day like for you at the company?,"What is the best part of working at the company? Managing 17 staff and Data center facility What is the most stressful part about working at the company? Managing Staff and arrangement of shift work What is the work environment and culture like at the company? flexible and relax environment What is a typical day like for you at the company? A typical day for me usually starts with reviewing priorities and any urgent items from emails or system alerts. I then focus on my core responsibilities handling assigned tasks, resolving issues, and supporting ongoing projects.",Positive,0.8519119024276733,Accepted,Positive
